id;nom;categorie;style;niveau;chemin_photo;photo_obligatoire;consigne_photo;materiel_visible
EX0101;Pompes inclinées;Haut du corps;musculation;Débutant;assets/photos/exercises/01_haut_du_corps/EX0101_pompes-inclinees_debutant_musculation.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Débutant, style musculation, matériel visible : poids du corps, banc;poids du corps, banc
EX0102;Pompes inclinées;Haut du corps;poids_du_corps;Débutant;assets/photos/exercises/01_haut_du_corps/EX0102_pompes-inclinees_debutant_poids_du_corps.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Débutant, style poids_du_corps, matériel visible : poids du corps, banc;poids du corps, banc
EX0103;Pompes inclinées;Haut du corps;crossfit;Débutant;assets/photos/exercises/01_haut_du_corps/EX0103_pompes-inclinees_debutant_crossfit.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Débutant, style crossfit, matériel visible : poids du corps, banc;poids du corps, banc
EX0104;Pompes inclinées;Haut du corps;crosstraining;Débutant;assets/photos/exercises/01_haut_du_corps/EX0104_pompes-inclinees_debutant_crosstraining.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Débutant, style crosstraining, matériel visible : poids du corps, banc;poids du corps, banc
EX0105;Pompes inclinées;Haut du corps;hiit;Débutant;assets/photos/exercises/01_haut_du_corps/EX0105_pompes-inclinees_debutant_hiit.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Débutant, style hiit, matériel visible : poids du corps, banc;poids du corps, banc
EX0106;Pompes inclinées;Haut du corps;cardio;Débutant;assets/photos/exercises/01_haut_du_corps/EX0106_pompes-inclinees_debutant_cardio.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Débutant, style cardio, matériel visible : poids du corps, banc;poids du corps, banc
EX0107;Pompes inclinées;Haut du corps;remise_forme;Débutant;assets/photos/exercises/01_haut_du_corps/EX0107_pompes-inclinees_debutant_remise_forme.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Débutant, style remise_forme, matériel visible : poids du corps, banc;poids du corps, banc
EX0108;Pompes inclinées;Haut du corps;musculation;Actif;assets/photos/exercises/01_haut_du_corps/EX0108_pompes-inclinees_actif_musculation.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Actif, style musculation, matériel visible : poids du corps, banc;poids du corps, banc
EX0109;Pompes inclinées;Haut du corps;poids_du_corps;Actif;assets/photos/exercises/01_haut_du_corps/EX0109_pompes-inclinees_actif_poids_du_corps.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Actif, style poids_du_corps, matériel visible : poids du corps, banc;poids du corps, banc
EX0110;Pompes inclinées;Haut du corps;crossfit;Actif;assets/photos/exercises/01_haut_du_corps/EX0110_pompes-inclinees_actif_crossfit.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Actif, style crossfit, matériel visible : poids du corps, banc;poids du corps, banc
EX0111;Pompes inclinées;Haut du corps;crosstraining;Actif;assets/photos/exercises/01_haut_du_corps/EX0111_pompes-inclinees_actif_crosstraining.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Actif, style crosstraining, matériel visible : poids du corps, banc;poids du corps, banc
EX0112;Pompes inclinées;Haut du corps;hiit;Actif;assets/photos/exercises/01_haut_du_corps/EX0112_pompes-inclinees_actif_hiit.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Actif, style hiit, matériel visible : poids du corps, banc;poids du corps, banc
EX0113;Pompes inclinées;Haut du corps;cardio;Actif;assets/photos/exercises/01_haut_du_corps/EX0113_pompes-inclinees_actif_cardio.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Actif, style cardio, matériel visible : poids du corps, banc;poids du corps, banc
EX0114;Pompes inclinées;Haut du corps;remise_forme;Actif;assets/photos/exercises/01_haut_du_corps/EX0114_pompes-inclinees_actif_remise_forme.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Actif, style remise_forme, matériel visible : poids du corps, banc;poids du corps, banc
EX0115;Pompes inclinées;Haut du corps;musculation;Confirmé;assets/photos/exercises/01_haut_du_corps/EX0115_pompes-inclinees_confirme_musculation.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Confirmé, style musculation, matériel visible : poids du corps, banc;poids du corps, banc
EX0116;Pompes inclinées;Haut du corps;poids_du_corps;Confirmé;assets/photos/exercises/01_haut_du_corps/EX0116_pompes-inclinees_confirme_poids_du_corps.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Confirmé, style poids_du_corps, matériel visible : poids du corps, banc;poids du corps, banc
EX0117;Pompes inclinées;Haut du corps;crossfit;Confirmé;assets/photos/exercises/01_haut_du_corps/EX0117_pompes-inclinees_confirme_crossfit.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Confirmé, style crossfit, matériel visible : poids du corps, banc;poids du corps, banc
EX0118;Pompes inclinées;Haut du corps;crosstraining;Confirmé;assets/photos/exercises/01_haut_du_corps/EX0118_pompes-inclinees_confirme_crosstraining.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Confirmé, style crosstraining, matériel visible : poids du corps, banc;poids du corps, banc
EX0119;Pompes inclinées;Haut du corps;hiit;Confirmé;assets/photos/exercises/01_haut_du_corps/EX0119_pompes-inclinees_confirme_hiit.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Confirmé, style hiit, matériel visible : poids du corps, banc;poids du corps, banc
EX0120;Pompes inclinées;Haut du corps;cardio;Confirmé;assets/photos/exercises/01_haut_du_corps/EX0120_pompes-inclinees_confirme_cardio.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Confirmé, style cardio, matériel visible : poids du corps, banc;poids du corps, banc
EX0121;Pompes inclinées;Haut du corps;remise_forme;Confirmé;assets/photos/exercises/01_haut_du_corps/EX0121_pompes-inclinees_confirme_remise_forme.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Confirmé, style remise_forme, matériel visible : poids du corps, banc;poids du corps, banc
EX0122;Pompes inclinées;Haut du corps;musculation;Athlète FAFATRAINING;assets/photos/exercises/01_haut_du_corps/EX0122_pompes-inclinees_athlete_musculation.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Athlète FAFATRAINING, style musculation, matériel visible : poids du corps, banc;poids du corps, banc
EX0123;Pompes inclinées;Haut du corps;poids_du_corps;Athlète FAFATRAINING;assets/photos/exercises/01_haut_du_corps/EX0123_pompes-inclinees_athlete_poids_du_corps.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Athlète FAFATRAINING, style poids_du_corps, matériel visible : poids du corps, banc;poids du corps, banc
EX0124;Pompes inclinées;Haut du corps;crossfit;Athlète FAFATRAINING;assets/photos/exercises/01_haut_du_corps/EX0124_pompes-inclinees_athlete_crossfit.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Athlète FAFATRAINING, style crossfit, matériel visible : poids du corps, banc;poids du corps, banc
EX0125;Pompes inclinées;Haut du corps;crosstraining;Athlète FAFATRAINING;assets/photos/exercises/01_haut_du_corps/EX0125_pompes-inclinees_athlete_crosstraining.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Athlète FAFATRAINING, style crosstraining, matériel visible : poids du corps, banc;poids du corps, banc
EX0126;Pompes inclinées;Haut du corps;hiit;Athlète FAFATRAINING;assets/photos/exercises/01_haut_du_corps/EX0126_pompes-inclinees_athlete_hiit.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Athlète FAFATRAINING, style hiit, matériel visible : poids du corps, banc;poids du corps, banc
EX0127;Pompes inclinées;Haut du corps;cardio;Athlète FAFATRAINING;assets/photos/exercises/01_haut_du_corps/EX0127_pompes-inclinees_athlete_cardio.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Athlète FAFATRAINING, style cardio, matériel visible : poids du corps, banc;poids du corps, banc
EX0128;Pompes inclinées;Haut du corps;remise_forme;Athlète FAFATRAINING;assets/photos/exercises/01_haut_du_corps/EX0128_pompes-inclinees_athlete_remise_forme.jpg;OUI;Pompes inclinées — photo réaliste dédiée, niveau Athlète FAFATRAINING, style remise_forme, matériel visible : poids du corps, banc;poids du corps, banc
EX0129;Pompes diamant;Haut du corps;musculation;Débutant;assets/photos/exercises/01_haut_du_corps/EX0129_pompes-diamant_debutant_musculation.jpg;OUI;Pompes diamant — photo réaliste dédiée, niveau Débutant, style musculation, matériel visible : poids du corps;poids du corps
EX0130;Pompes diamant;Haut du corps;poids_du_corps;Débutant;assets/photos/exercises/01_haut_du_corps/EX0130_pompes-diamant_debutant_poids_du_corps.jpg;OUI;Pompes diamant — photo réaliste dédiée, niveau Débutant, style poids_du_corps, matériel visible : poids du corps;poids du corps
EX0131;Pompes diamant;Haut du corps;crossfit;Débutant;assets/photos/exercises/01_haut_du_corps/EX0131_pompes-diamant_debutant_crossfit.jpg;OUI;Pompes diamant — photo réaliste dédiée, niveau Débutant, style crossfit, matériel visible : poids du corps;poids du corps
EX0132;Pompes diamant;Haut du corps;crosstraining;Débutant;assets/photos/exercises/01_haut_du_corps/EX0132_pompes-diamant_debutant_crosstraining.jpg;OUI;Pompes diamant — photo réaliste dédiée, niveau Débutant, style crosstraining, matériel visible : poids du corps;poids du corps
EX0133;Pompes diamant;Haut du corps;hiit;Débutant;assets/photos/exercises/01_haut_du_corps/EX0133_pompes-diamant_debutant_hiit.jpg;OUI;Pompes diamant — photo réaliste dédiée, niveau Débutant, style hiit, matériel visible : poids du corps;poids du corps
EX0134;Pompes diamant;Haut du corps;cardio;Débutant;assets/photos/exercises/01_haut_du_corps/EX0134_pompes-diamant_debutant_cardio.jpg;OUI;Pompes diamant — photo réaliste dédiée, niveau Débutant, style cardio, matériel visible : poids du corps;poids du corps
EX0135;Pompes diamant;Haut du corps;remise_forme;Débutant;assets/photos/exercises/01_haut_du_corps/EX0135_pompes-diamant_debutant_remise_forme.jpg;OUI;Pompes diamant — photo réaliste dédiée, niveau Débutant, style remise_forme, matériel visible : poids du corps;poids du corps
EX0136;Pompes diamant;Haut du corps;musculation;Actif;assets/photos/exercises/01_haut_du_corps/EX0136_pompes-diamant_actif_musculation.jpg;OUI;Pompes diamant — photo réaliste dédiée, niveau Actif, style musculation, matériel visible : poids du corps;poids du corps
EX0137;Pompes diamant;Haut du corps;poids_du_corps;Actif;assets/photos/exercises/01_haut_du_corps/EX0137_pompes-diamant_actif_poids_du_corps.jpg;OUI;Pompes diamant — photo réaliste dédiée, niveau Actif, style poids_du_corps, matériel visible : poids du corps;poids du corps
EX0138;Pompes diamant;Haut du corps;crossfit;Actif;assets/photos/exercises/01_haut_du_corps/EX0138_pompes-diamant_actif_crossfit.jpg;OUI;Pompes diamant — photo réaliste dédiée, niveau Actif, style crossfit, matériel visible : poids du corps;poids du corps
EX0139;Pompes diamant;Haut du corps;crosstraining;Actif;assets/photos/exercises/01_haut_du_corps/EX0139_pompes-diamant_actif_crosstraining.jpg;OUI;Pompes diamant — photo réaliste dédiée, niveau Actif, style crosstraining, matériel visible : poids du corps;poids du corps
EX0140;Pompes diamant;Haut du corps;hiit;Actif;assets/photos/exercises/01_haut_du_corps/EX0140_pompes-diamant_actif_hiit.jpg;OUI;Pompes diamant — photo réaliste dédiée, niveau Actif, style hiit, matériel visible : poids du corps;poids du corps
EX0141;Pompes diamant;Haut du corps;cardio;Actif;assets/photos/exercises/01_haut_du_corps/EX0141_pompes-diamant_actif_cardio.jpg;OUI;Pompes diamant — photo réaliste dédiée, niveau Actif, style cardio, matériel visible : poids du corps;poids du corps
EX0142;Pompes diamant;Haut du corps;remise_forme;Actif;assets/photos/exercises/01_haut_du_corps/EX0142_pompes-diamant_actif_remise_forme.jpg;OUI;Pompes diamant — photo réaliste dédiée, niveau Actif, style remise_forme, matériel visible : poids du corps;poids du corps
EX0143;Pompes diamant;Haut du corps;musculation;Confirmé;assets/photos/exercises/01_haut_du_corps/EX0143_pompes-diamant_confirme_musculation.jpg;OUI;Pompes diamant — photo réaliste dédiée, niveau Confirmé, style musculation, matériel visible : poids du corps;poids du corps
EX0144;Pompes diamant;Haut du corps;poids_du_corps;Confirmé;assets/photos/exercises/01_haut_du_corps/EX0144_pompes-diamant_confirme_poids_du_corps.jpg;OUI;Pompes diamant — photo réaliste dédiée, niveau Confirmé, style poids_du_corps, matériel visible : poids du corps;poids du corps
EX0145;Pompes diamant;Haut du corps;crossfit;Confirmé;assets/photos/exercises/01_haut_du_corps/EX0145_pompes-diamant_confirme_crossfit.jpg;OUI;Pompes diamant — photo réaliste dédiée, niveau Confirmé, style crossfit, matériel visible : poids du corps;poids du corps
EX0146;Pompes diamant;Haut du corps;crosstraining;Confirmé;assets/photos/exercises/01_haut_du_corps/EX0146_pompes-diamant_confirme_crosstraining.jpg;OUI;Pompes diamant — photo réaliste dédiée, niveau Confirmé, style crosstraining, matériel visible : poids du corps;poids du corps
EX0147;Pompes diamant;Haut du corps;hiit;Confirmé;assets/photos/exercises/01_haut_du_corps/EX0147_pompes-diamant_confirme_hiit.jpg;OUI;Pompes diamant — photo réaliste dédiée, niveau Confirmé, style hiit, matériel visible : poids du corps;poids du corps
EX0148;Pompes diamant;Haut du corps;cardio;Confirmé;assets/photos/exercises/01_haut_du_corps/EX0148_pompes-diamant_confirme_cardio.jpg;OUI;Pompes diamant — photo réaliste dédiée, niveau Confirmé, style cardio, matériel visible : poids du corps;poids du corps
